Mesocosm,time_pt,richness,swamp,water_treatment,fire_treatment,veg,days
DMP_TT_05,2,3,DM,L,ub,tt,161
DMP_TT_05,3,3,DM,L,ub,tt,248
DMP_TT_05,4,3,DM,L,ub,tt,334
DMP_TT_05,5,3,DM,L,ub,tt,444
DMP_TT_05,6,3,DM,L,ub,tt,587
DMP_TT_05,7,2,DM,L,ub,tt,797
DMP_TT_05,8,2,DM,L,ub,tt,987
DMP_TT_05,9,2,DM,L,ub,tt,1261
DMP_TT_06,1,2,DM,L,ub,tt,59
DMP_TT_06,2,2,DM,L,ub,tt,161
DMP_TT_06,3,2,DM,L,ub,tt,248
DMP_TT_06,4,2,DM,L,ub,tt,334
DMP_TT_06,5,2,DM,L,ub,tt,444
DMP_TT_06,6,3,DM,L,ub,tt,587
DMP_TT_06,7,1,DM,L,b,tt,797
DMP_TT_06,8,1,DM,L,b,tt,987
DMP_TT_06,9,1,DM,L,b,tt,1261
DMP_TT_07,1,4,DM,L,ub,tt,59
DMP_TT_07,2,4,DM,L,ub,tt,161
DMP_TT_07,3,4,DM,L,ub,tt,248
DMP_TT_07,4,4,DM,L,ub,tt,334
DMP_TT_07,5,4,DM,L,ub,tt,444
DMP_TT_07,6,4,DM,L,ub,tt,587
DMP_TT_07,7,2,DM,L,ub,tt,797
DMP_TT_07,8,1,DM,L,ub,tt,987
DMP_TT_07,9,1,DM,L,ub,tt,1261
DMP_TT_08,1,2,DM,L,ub,tt,59
DMP_TT_08,2,2,DM,L,ub,tt,161
DMP_TT_08,3,3,DM,L,ub,tt,248
DMP_TT_08,4,3,DM,L,ub,tt,334
DMP_TT_08,5,4,DM,L,ub,tt,444
DMP_TT_08,6,4,DM,L,ub,tt,587
DMP_TT_08,7,3,DM,L,ub,tt,797
DMP_TT_08,8,3,DM,L,ub,tt,987
DMP_TT_08,9,2,DM,L,ub,tt,1261
DMP_TT_09,1,3,DM,H,ub,tt,59
DMP_TT_09,2,5,DM,H,ub,tt,161
DMP_TT_09,3,4,DM,H,ub,tt,248
DMP_TT_09,4,5,DM,H,ub,tt,334
DMP_TT_09,5,5,DM,H,ub,tt,444
DMP_TT_09,6,4,DM,H,ub,tt,587
DMP_TT_09,7,6,DM,H,b,tt,797
DMP_TT_09,8,8,DM,H,b,tt,987
DMP_TT_09,9,7,DM,H,b,tt,1261
DMP_TT_10,1,1,DM,H,ub,tt,59
DMP_TT_10,2,3,DM,H,ub,tt,161
DMP_TT_10,3,5,DM,H,ub,tt,248
DMP_TT_10,4,5,DM,H,ub,tt,334
DMP_TT_10,5,4,DM,H,ub,tt,444
DMP_TT_10,6,5,DM,H,ub,tt,587
DMP_TT_10,7,3,DM,H,b,tt,797
DMP_TT_10,8,4,DM,H,b,tt,987
DMP_TT_10,9,7,DM,H,b,tt,1261
DMP_TT_11,1,3,DM,H,ub,tt,59
DMP_TT_11,2,3,DM,H,ub,tt,161
DMP_TT_11,3,3,DM,H,ub,tt,248
DMP_TT_11,4,3,DM,H,ub,tt,334
DMP_TT_11,5,4,DM,H,ub,tt,444
DMP_TT_11,6,4,DM,H,ub,tt,587
DMP_TT_11,7,3,DM,H,ub,tt,797
DMP_TT_11,8,3,DM,H,ub,tt,987
DMP_TT_11,9,3,DM,H,ub,tt,1261
DMP_TT_12,1,4,DM,H,ub,tt,59
DMP_TT_12,2,4,DM,H,ub,tt,161
DMP_TT_12,3,4,DM,H,ub,tt,248
DMP_TT_12,4,3,DM,H,ub,tt,334
DMP_TT_12,5,4,DM,H,ub,tt,444
DMP_TT_12,6,3,DM,H,ub,tt,587
DMP_TT_12,7,4,DM,H,b,tt,797
DMP_TT_12,8,5,DM,H,b,tt,987
DMP_TT_12,9,6,DM,H,b,tt,1261
DMP_TT_13,1,3,DM,L,ub,tt,59
DMP_TT_13,2,3,DM,L,ub,tt,161
DMP_TT_13,3,3,DM,L,ub,tt,248
DMP_TT_13,4,3,DM,L,ub,tt,334
DMP_TT_13,5,3,DM,L,ub,tt,444
DMP_TT_13,6,3,DM,L,ub,tt,587
DMP_TT_13,7,2,DM,L,b,tt,797
DMP_TT_13,8,0,DM,L,b,tt,987
DMP_TT_13,9,0,DM,L,b,tt,1261
DMP_TT_14,1,4,DM,M,ub,tt,59
DMP_TT_14,2,4,DM,M,ub,tt,161
DMP_TT_14,3,4,DM,M,ub,tt,248
DMP_TT_14,4,4,DM,M,ub,tt,334
DMP_TT_14,5,4,DM,M,ub,tt,444
DMP_TT_14,6,4,DM,M,ub,tt,587
DMP_TT_14,7,4,DM,M,b,tt,797
DMP_TT_14,8,3,DM,M,b,tt,987
DMP_TT_14,9,3,DM,M,b,tt,1261
DMP_TT_15,1,5,DM,M,ub,tt,59
DMP_TT_15,2,5,DM,M,ub,tt,161
DMP_TT_15,3,5,DM,M,ub,tt,248
DMP_TT_15,4,5,DM,M,ub,tt,334
DMP_TT_15,5,5,DM,M,ub,tt,444
DMP_TT_15,6,4,DM,M,ub,tt,587
DMP_TT_15,7,5,DM,M,b,tt,797
DMP_TT_15,8,4,DM,M,b,tt,987
DMP_TT_15,9,4,DM,M,b,tt,1261
DMP_TT_16,1,4,DM,M,ub,tt,59
DMP_TT_16,2,4,DM,M,ub,tt,161
DMP_TT_16,3,4,DM,M,ub,tt,248
DMP_TT_16,4,3,DM,M,ub,tt,334
DMP_TT_16,5,4,DM,M,ub,tt,444
DMP_TT_16,6,4,DM,M,ub,tt,587
DMP_TT_16,7,5,DM,M,b,tt,797
DMP_TT_16,8,4,DM,M,b,tt,987
DMP_TT_16,9,3,DM,M,b,tt,1261
DMP_TT_17,1,3,DM,L,ub,tt,59
DMP_TT_17,2,3,DM,L,ub,tt,161
DMP_TT_17,3,3,DM,L,ub,tt,248
DMP_TT_17,4,3,DM,L,ub,tt,334
DMP_TT_17,5,3,DM,L,ub,tt,444
DMP_TT_17,6,3,DM,L,ub,tt,587
DMP_TT_17,7,2,DM,L,ub,tt,797
DMP_TT_17,8,1,DM,L,ub,tt,987
DMP_TT_17,9,1,DM,L,ub,tt,1261
DMP_TT_18,1,7,DM,M,ub,tt,59
DMP_TT_18,2,7,DM,M,ub,tt,161
DMP_TT_18,3,6,DM,M,ub,tt,248
DMP_TT_18,4,7,DM,M,ub,tt,334
DMP_TT_18,5,7,DM,M,ub,tt,444
DMP_TT_18,6,6,DM,M,ub,tt,587
DMP_TT_18,7,6,DM,M,ub,tt,797
DMP_TT_18,8,6,DM,M,ub,tt,987
DMP_TT_18,9,5,DM,M,ub,tt,1261
DMP_TT_19,1,4,DM,M,ub,tt,59
DMP_TT_19,2,4,DM,M,ub,tt,161
DMP_TT_19,3,4,DM,M,ub,tt,248
DMP_TT_19,4,4,DM,M,ub,tt,334
DMP_TT_19,5,3,DM,M,ub,tt,444
DMP_TT_19,6,3,DM,M,ub,tt,587
DMP_TT_19,7,2,DM,M,ub,tt,797
DMP_TT_19,8,1,DM,M,ub,tt,987
DMP_TT_19,9,1,DM,M,ub,tt,1261
DMP_TT_20,1,3,DM,M,ub,tt,59
DMP_TT_20,2,3,DM,M,ub,tt,161
DMP_TT_20,3,3,DM,M,ub,tt,248
DMP_TT_20,4,3,DM,M,ub,tt,334
DMP_TT_20,5,2,DM,M,ub,tt,444
DMP_TT_20,6,2,DM,M,ub,tt,587
DMP_TT_20,7,2,DM,M,ub,tt,797
DMP_TT_20,8,2,DM,M,ub,tt,987
DMP_TT_20,9,2,DM,M,ub,tt,1261
DMP_TT_21,1,6,DM,H,ub,tt,59
DMP_TT_21,2,6,DM,H,ub,tt,161
DMP_TT_21,3,8,DM,H,ub,tt,248
DMP_TT_21,4,7,DM,H,ub,tt,334
DMP_TT_21,5,6,DM,H,ub,tt,444
DMP_TT_21,6,6,DM,H,ub,tt,587
DMP_TT_21,7,6,DM,H,ub,tt,797
DMP_TT_21,8,6,DM,H,ub,tt,987
DMP_TT_21,9,6,DM,H,ub,tt,1261
DMP_TT_22,1,3,DM,L,ub,tt,59
DMP_TT_22,2,3,DM,L,ub,tt,161
DMP_TT_22,3,3,DM,L,ub,tt,248
DMP_TT_22,4,2,DM,L,ub,tt,334
DMP_TT_22,5,2,DM,L,ub,tt,444
DMP_TT_22,6,2,DM,L,ub,tt,587
DMP_TT_22,7,1,DM,L,b,tt,797
DMP_TT_22,8,1,DM,L,b,tt,987
DMP_TT_22,9,1,DM,L,b,tt,1261
DMP_TT_23,1,5,DM,L,ub,tt,59
DMP_TT_23,2,5,DM,L,ub,tt,161
DMP_TT_23,3,4,DM,L,ub,tt,248
DMP_TT_23,4,5,DM,L,ub,tt,334
DMP_TT_23,5,4,DM,L,ub,tt,444
DMP_TT_23,6,4,DM,L,ub,tt,587
DMP_TT_23,7,0,DM,L,b,tt,797
DMP_TT_23,8,0,DM,L,b,tt,987
DMP_TT_23,9,0,DM,L,b,tt,1261
DMP_TT_24,1,3,DM,H,ub,tt,59
DMP_TT_24,2,3,DM,H,ub,tt,161
DMP_TT_24,3,4,DM,H,ub,tt,248
DMP_TT_24,4,4,DM,H,ub,tt,334
DMP_TT_24,5,4,DM,H,ub,tt,444
DMP_TT_24,6,3,DM,H,ub,tt,587
DMP_TT_24,7,3,DM,H,ub,tt,797
DMP_TT_24,8,3,DM,H,ub,tt,987
DMP_TT_24,9,2,DM,H,ub,tt,1261
DMP_TT_25,1,4,DM,H,ub,tt,59
DMP_TT_25,2,4,DM,H,ub,tt,161
DMP_TT_25,3,4,DM,H,ub,tt,248
DMP_TT_25,4,4,DM,H,ub,tt,334
DMP_TT_25,5,4,DM,H,ub,tt,444
DMP_TT_25,6,4,DM,H,ub,tt,587
DMP_TT_25,7,4,DM,H,ub,tt,797
DMP_TT_25,8,4,DM,H,ub,tt,987
DMP_TT_25,9,4,DM,H,ub,tt,1261
DMP_TT_26,1,3,DM,M,ub,tt,59
DMP_TT_26,2,3,DM,M,ub,tt,161
DMP_TT_26,3,3,DM,M,ub,tt,248
DMP_TT_26,4,3,DM,M,ub,tt,334
DMP_TT_26,5,3,DM,M,ub,tt,444
DMP_TT_26,6,3,DM,M,ub,tt,587
DMP_TT_26,7,3,DM,M,ub,tt,797
DMP_TT_26,8,3,DM,M,ub,tt,987
DMP_TT_26,9,3,DM,M,ub,tt,1261
DMP_TT_27,1,4,DM,H,ub,tt,59
DMP_TT_27,2,4,DM,H,ub,tt,161
DMP_TT_27,3,4,DM,H,ub,tt,248
DMP_TT_27,4,3,DM,H,ub,tt,334
DMP_TT_27,5,3,DM,H,ub,tt,444
DMP_TT_27,6,3,DM,H,ub,tt,587
DMP_TT_27,7,2,DM,H,ub,tt,797
DMP_TT_27,8,2,DM,H,ub,tt,987
DMP_TT_27,9,2,DM,H,ub,tt,1261
DMP_TT_28,1,3,DM,M,ub,tt,59
DMP_TT_28,2,3,DM,M,ub,tt,161
DMP_TT_28,3,3,DM,M,ub,tt,248
DMP_TT_28,4,3,DM,M,ub,tt,334
DMP_TT_28,5,3,DM,M,ub,tt,444
DMP_TT_28,6,3,DM,M,ub,tt,587
DMP_TT_28,7,1,DM,M,b,tt,797
DMP_TT_28,8,1,DM,M,b,tt,987
DMP_TT_28,9,1,DM,M,b,tt,1261
DMP_TT_29,1,5,DM,L,ub,tt,59
DMP_TT_29,2,5,DM,L,ub,tt,161
DMP_TT_29,3,5,DM,L,ub,tt,248
DMP_TT_29,4,5,DM,L,ub,tt,334
DMP_TT_29,5,4,DM,L,ub,tt,444
DMP_TT_29,6,4,DM,L,ub,tt,587
DMP_TT_29,7,1,DM,L,b,tt,797
DMP_TT_29,8,0,DM,L,b,tt,987
DMP_TT_29,9,0,DM,L,b,tt,1261
DMP_TT_30,1,3,DM,L,ub,tt,59
DMP_TT_30,2,3,DM,L,ub,tt,161
DMP_TT_30,3,3,DM,L,ub,tt,248
DMP_TT_30,4,3,DM,L,ub,tt,334
DMP_TT_30,5,3,DM,L,ub,tt,444
DMP_TT_30,6,3,DM,L,ub,tt,587
DMP_TT_30,7,2,DM,L,ub,tt,797
DMP_TT_30,8,2,DM,L,ub,tt,987
DMP_TT_30,9,2,DM,L,ub,tt,1261
DMP_TT_31,1,5,DM,H,ub,tt,59
DMP_TT_31,2,5,DM,H,ub,tt,161
DMP_TT_31,3,5,DM,H,ub,tt,248
DMP_TT_31,4,5,DM,H,ub,tt,334
DMP_TT_31,5,5,DM,H,ub,tt,444
DMP_TT_31,6,5,DM,H,ub,tt,587
DMP_TT_31,7,5,DM,H,b,tt,797
DMP_TT_31,8,6,DM,H,b,tt,987
DMP_TT_31,9,4,DM,H,b,tt,1261
KT_CH_01,1,7,KT,L,ub,ch,59
KT_CH_01,2,8,KT,L,ub,ch,161
KT_CH_01,3,6,KT,L,ub,ch,248
KT_CH_01,4,6,KT,L,ub,ch,334
KT_CH_01,5,4,KT,L,ub,ch,444
KT_CH_01,6,2,KT,L,ub,ch,587
KT_CH_01,7,0,KT,L,ub,ch,797
KT_CH_01,8,0,KT,L,ub,ch,987
KT_CH_01,9,0,KT,L,ub,ch,1261
KT_CH_02,1,6,KT,M,ub,ch,59
KT_CH_02,2,7,KT,M,ub,ch,161
KT_CH_02,3,7,KT,M,ub,ch,248
KT_CH_02,4,7,KT,M,ub,ch,334
KT_CH_02,5,7,KT,M,ub,ch,444
KT_CH_02,6,8,KT,M,ub,ch,587
KT_CH_02,7,7,KT,M,ub,ch,797
KT_CH_02,8,7,KT,M,ub,ch,987
KT_CH_02,9,7,KT,M,ub,ch,1261
KT_CH_03,1,3,KT,H,ub,ch,59
KT_CH_03,2,4,KT,H,ub,ch,161
KT_CH_03,3,4,KT,H,ub,ch,248
KT_CH_03,4,4,KT,H,ub,ch,334
KT_CH_03,5,4,KT,H,ub,ch,444
KT_CH_03,6,6,KT,H,ub,ch,587
KT_CH_03,7,4,KT,H,b,ch,797
KT_CH_03,8,5,KT,H,b,ch,987
KT_CH_03,9,5,KT,H,b,ch,1261
KT_CH_04,1,6,KT,L,ub,ch,59
KT_CH_04,2,6,KT,L,ub,ch,161
KT_CH_04,3,6,KT,L,ub,ch,248
KT_CH_04,4,4,KT,L,ub,ch,334
KT_CH_04,5,4,KT,L,ub,ch,444
KT_CH_04,6,4,KT,L,ub,ch,587
KT_CH_04,7,0,KT,L,b,ch,797
KT_CH_04,8,0,KT,L,b,ch,987
KT_CH_04,9,0,KT,L,b,ch,1261
KT_CH_05,1,7,KT,H,ub,ch,59
KT_CH_05,2,8,KT,H,ub,ch,161
KT_CH_05,3,7,KT,H,ub,ch,248
KT_CH_05,4,7,KT,H,ub,ch,334
KT_CH_05,5,6,KT,H,ub,ch,444
KT_CH_05,6,7,KT,H,ub,ch,587
KT_CH_05,7,6,KT,H,ub,ch,797
KT_CH_05,8,5,KT,H,ub,ch,987
KT_CH_05,9,7,KT,H,ub,ch,1261
KT_CH_06,1,6,KT,H,ub,ch,59
KT_CH_06,2,7,KT,H,ub,ch,161
KT_CH_06,3,6,KT,H,ub,ch,248
KT_CH_06,4,7,KT,H,ub,ch,334
KT_CH_06,5,7,KT,H,ub,ch,444
KT_CH_06,6,8,KT,H,ub,ch,587
KT_CH_06,7,9,KT,H,ub,ch,797
KT_CH_06,8,8,KT,H,ub,ch,987
KT_CH_06,9,8,KT,H,ub,ch,1261
KT_CH_07,1,9,KT,L,ub,ch,59
KT_CH_07,2,8,KT,L,ub,ch,161
KT_CH_07,3,8,KT,L,ub,ch,248
KT_CH_07,4,7,KT,L,ub,ch,334
KT_CH_07,5,6,KT,L,ub,ch,444
KT_CH_07,6,6,KT,L,ub,ch,587
KT_CH_07,7,3,KT,L,ub,ch,797
KT_CH_07,8,0,KT,L,ub,ch,987
KT_CH_07,9,0,KT,L,ub,ch,1261
KT_CH_08,1,5,KT,M,ub,ch,59
KT_CH_08,2,5,KT,M,ub,ch,161
KT_CH_08,3,5,KT,M,ub,ch,248
KT_CH_08,4,5,KT,M,ub,ch,334
KT_CH_08,5,6,KT,M,ub,ch,444
KT_CH_08,6,6,KT,M,ub,ch,587
KT_CH_08,7,4,KT,M,ub,ch,797
KT_CH_08,8,4,KT,M,ub,ch,987
KT_CH_08,9,2,KT,M,ub,ch,1261
KT_CH_09,1,7,KT,H,ub,ch,59
KT_CH_09,2,7,KT,H,ub,ch,161
KT_CH_09,3,9,KT,H,ub,ch,248
KT_CH_09,4,8,KT,H,ub,ch,334
KT_CH_09,5,8,KT,H,ub,ch,444
KT_CH_09,6,8,KT,H,ub,ch,587
KT_CH_09,7,2,KT,H,b,ch,797
KT_CH_09,8,2,KT,H,b,ch,987
KT_CH_09,9,2,KT,H,b,ch,1261
KT_CH_10,1,2,KT,L,ub,ch,59
KT_CH_10,2,2,KT,L,ub,ch,161
KT_CH_10,3,2,KT,L,ub,ch,248
KT_CH_10,4,2,KT,L,ub,ch,334
KT_CH_10,5,2,KT,L,ub,ch,444
KT_CH_10,6,2,KT,L,ub,ch,587
KT_CH_10,7,1,KT,L,ub,ch,797
KT_CH_10,8,1,KT,L,ub,ch,987
KT_CH_10,9,1,KT,L,ub,ch,1261
KT_CH_11,1,2,KT,H,ub,ch,59
KT_CH_11,2,3,KT,H,ub,ch,161
KT_CH_11,3,3,KT,H,ub,ch,248
KT_CH_11,4,4,KT,H,ub,ch,334
KT_CH_11,5,4,KT,H,ub,ch,444
KT_CH_11,6,4,KT,H,ub,ch,587
KT_CH_11,7,4,KT,H,ub,ch,797
KT_CH_11,8,4,KT,H,ub,ch,987
KT_CH_11,9,3,KT,H,ub,ch,1261
KT_CH_12,1,5,KT,H,ub,ch,59
KT_CH_12,2,4,KT,H,ub,ch,161
KT_CH_12,3,8,KT,H,ub,ch,248
KT_CH_12,4,9,KT,H,ub,ch,334
KT_CH_12,5,9,KT,H,ub,ch,444
KT_CH_12,6,9,KT,H,ub,ch,587
KT_CH_12,7,8,KT,H,ub,ch,797
KT_CH_12,8,6,KT,H,ub,ch,987
KT_CH_12,9,7,KT,H,ub,ch,1261
KT_CH_13,1,5,KT,L,ub,ch,59
KT_CH_13,2,5,KT,L,ub,ch,161
KT_CH_13,3,5,KT,L,ub,ch,248
KT_CH_13,4,6,KT,L,ub,ch,334
KT_CH_13,5,5,KT,L,ub,ch,444
KT_CH_13,6,6,KT,L,ub,ch,587
KT_CH_13,7,1,KT,L,b,ch,797
KT_CH_13,8,1,KT,L,b,ch,987
KT_CH_13,9,1,KT,L,b,ch,1261
KT_CH_14,1,9,KT,M,ub,ch,59
KT_CH_14,2,10,KT,M,ub,ch,161
KT_CH_14,3,9,KT,M,ub,ch,248
KT_CH_14,4,9,KT,M,ub,ch,334
KT_CH_14,5,10,KT,M,ub,ch,444
KT_CH_14,6,11,KT,M,ub,ch,587
KT_CH_14,7,7,KT,M,b,ch,797
KT_CH_14,8,7,KT,M,b,ch,987
KT_CH_14,9,5,KT,M,b,ch,1261
KT_CH_15,1,8,KT,L,ub,ch,59
KT_CH_15,2,8,KT,L,ub,ch,161
KT_CH_15,3,7,KT,L,ub,ch,248
KT_CH_15,4,7,KT,L,ub,ch,334
KT_CH_15,5,5,KT,L,ub,ch,444
KT_CH_15,6,7,KT,L,ub,ch,587
KT_CH_15,7,1,KT,L,b,ch,797
KT_CH_15,8,1,KT,L,b,ch,987
KT_CH_15,9,0,KT,L,b,ch,1261
KT_CH_16,1,5,KT,M,ub,ch,59
KT_CH_16,2,6,KT,M,ub,ch,161
KT_CH_16,3,7,KT,M,ub,ch,248
KT_CH_16,4,7,KT,M,ub,ch,334
KT_CH_16,5,8,KT,M,ub,ch,444
KT_CH_16,6,7,KT,M,ub,ch,587
KT_CH_16,7,2,KT,M,b,ch,797
KT_CH_16,8,2,KT,M,b,ch,987
KT_CH_16,9,2,KT,M,b,ch,1261
KT_CH_17,1,5,KT,M,ub,ch,59
KT_CH_17,2,4,KT,M,ub,ch,161
KT_CH_17,3,8,KT,M,ub,ch,248
KT_CH_17,4,8,KT,M,ub,ch,334
KT_CH_17,5,8,KT,M,ub,ch,444
KT_CH_17,6,8,KT,M,ub,ch,587
KT_CH_17,7,8,KT,M,ub,ch,797
KT_CH_17,8,7,KT,M,ub,ch,987
KT_CH_17,9,7,KT,M,ub,ch,1261
KT_CH_18,1,4,KT,M,ub,ch,59
KT_CH_18,2,3,KT,M,ub,ch,161
KT_CH_18,3,3,KT,M,ub,ch,248
KT_CH_18,4,3,KT,M,ub,ch,334
KT_CH_18,5,3,KT,M,ub,ch,444
KT_CH_18,6,3,KT,M,ub,ch,587
KT_CH_18,7,3,KT,M,ub,ch,797
KT_CH_18,8,3,KT,M,ub,ch,987
KT_CH_18,9,3,KT,M,ub,ch,1261
KT_CH_19,1,4,KT,L,ub,ch,59
KT_CH_19,2,5,KT,L,ub,ch,161
KT_CH_19,3,6,KT,L,ub,ch,248
KT_CH_19,4,6,KT,L,ub,ch,334
KT_CH_19,5,6,KT,L,ub,ch,444
KT_CH_19,6,7,KT,L,ub,ch,587
KT_CH_19,7,2,KT,L,b,ch,797
KT_CH_19,8,2,KT,L,b,ch,987
KT_CH_19,9,1,KT,L,b,ch,1261
KT_CH_20,1,10,KT,H,ub,ch,59
KT_CH_20,2,10,KT,H,ub,ch,161
KT_CH_20,3,11,KT,H,ub,ch,248
KT_CH_20,4,11,KT,H,ub,ch,334
KT_CH_20,5,11,KT,H,ub,ch,444
KT_CH_20,6,11,KT,H,ub,ch,587
KT_CH_20,7,9,KT,H,b,ch,797
KT_CH_20,8,9,KT,H,b,ch,987
KT_CH_20,9,6,KT,H,b,ch,1261
KT_CH_21,1,7,KT,L,ub,ch,59
KT_CH_21,2,9,KT,L,ub,ch,161
KT_CH_21,3,9,KT,L,ub,ch,248
KT_CH_21,4,8,KT,L,ub,ch,334
KT_CH_21,5,8,KT,L,ub,ch,444
KT_CH_21,6,9,KT,L,ub,ch,587
KT_CH_21,7,4,KT,L,ub,ch,797
KT_CH_21,8,4,KT,L,ub,ch,987
KT_CH_21,9,5,KT,L,ub,ch,1261
KT_CH_22,1,9,KT,H,ub,ch,59
KT_CH_22,2,9,KT,H,ub,ch,161
KT_CH_22,3,10,KT,H,ub,ch,248
KT_CH_22,4,10,KT,H,ub,ch,334
KT_CH_22,5,9,KT,H,ub,ch,444
KT_CH_22,6,11,KT,H,ub,ch,587
KT_CH_22,7,8,KT,H,b,ch,797
KT_CH_22,8,7,KT,H,b,ch,987
KT_CH_22,9,5,KT,H,b,ch,1261
KT_CH_23,1,9,KT,M,ub,ch,59
KT_CH_23,2,9,KT,M,ub,ch,161
KT_CH_23,3,10,KT,M,ub,ch,248
KT_CH_23,4,10,KT,M,ub,ch,334
KT_CH_23,5,10,KT,M,ub,ch,444
KT_CH_23,6,11,KT,M,ub,ch,587
