Mesocosm,time_pt,richness,swamp,water_treatment,fire_treatment,veg,days
MH_CH_12,3,5,MH,M,ub,ch,248
MH_CH_12,4,5,MH,M,ub,ch,334
MH_CH_12,5,5,MH,M,ub,ch,444
MH_CH_12,6,5,MH,M,ub,ch,587
MH_CH_12,7,3,MH,M,b,ch,797
MH_CH_12,8,2,MH,M,b,ch,987
MH_CH_12,9,2,MH,M,b,ch,1261
MH_CH_13,1,3,MH,L,ub,ch,59
MH_CH_13,2,3,MH,L,ub,ch,161
MH_CH_13,3,3,MH,L,ub,ch,248
MH_CH_13,4,3,MH,L,ub,ch,334
MH_CH_13,5,3,MH,L,ub,ch,444
MH_CH_13,6,3,MH,L,ub,ch,587
MH_CH_13,7,2,MH,L,b,ch,797
MH_CH_13,8,2,MH,L,b,ch,987
MH_CH_13,9,2,MH,L,b,ch,1261
MH_CH_14,1,6,MH,M,ub,ch,59
MH_CH_14,2,6,MH,M,ub,ch,161
MH_CH_14,3,6,MH,M,ub,ch,248
MH_CH_14,4,6,MH,M,ub,ch,334
MH_CH_14,5,6,MH,M,ub,ch,444
MH_CH_14,6,6,MH,M,ub,ch,587
MH_CH_14,7,6,MH,M,ub,ch,797
MH_CH_14,8,6,MH,M,ub,ch,987
MH_CH_14,9,6,MH,M,ub,ch,1261
MH_CH_15,1,4,MH,L,ub,ch,59
MH_CH_15,2,3,MH,L,ub,ch,161
MH_CH_15,3,4,MH,L,ub,ch,248
MH_CH_15,4,4,MH,L,ub,ch,334
MH_CH_15,5,4,MH,L,ub,ch,444
MH_CH_15,6,2,MH,L,ub,ch,587
MH_CH_15,7,3,MH,L,ub,ch,797
MH_CH_15,8,3,MH,L,ub,ch,987
MH_CH_15,9,1,MH,L,ub,ch,1261
MH_CH_16,1,6,MH,H,ub,ch,59
MH_CH_16,2,6,MH,H,ub,ch,161
MH_CH_16,3,6,MH,H,ub,ch,248
MH_CH_16,4,6,MH,H,ub,ch,334
MH_CH_16,5,7,MH,H,ub,ch,444
MH_CH_16,6,6,MH,H,ub,ch,587
MH_CH_16,7,7,MH,H,b,ch,797
MH_CH_16,8,7,MH,H,b,ch,987
MH_CH_16,9,7,MH,H,b,ch,1261
MH_CH_17,1,3,MH,L,ub,ch,59
MH_CH_17,2,3,MH,L,ub,ch,161
MH_CH_17,3,4,MH,L,ub,ch,248
MH_CH_17,4,3,MH,L,ub,ch,334
MH_CH_17,5,3,MH,L,ub,ch,444
MH_CH_17,6,2,MH,L,ub,ch,587
MH_CH_17,7,3,MH,L,ub,ch,797
MH_CH_17,8,3,MH,L,ub,ch,987
MH_CH_17,9,3,MH,L,ub,ch,1261
MH_CH_18,1,2,MH,H,ub,ch,59
MH_CH_18,2,3,MH,H,ub,ch,161
MH_CH_18,3,4,MH,H,ub,ch,248
MH_CH_18,4,4,MH,H,ub,ch,334
MH_CH_18,5,4,MH,H,ub,ch,444
MH_CH_18,6,5,MH,H,ub,ch,587
MH_CH_18,7,4,MH,H,ub,ch,797
MH_CH_18,8,5,MH,H,ub,ch,987
MH_CH_18,9,5,MH,H,ub,ch,1261
MH_CH_19,1,5,MH,H,ub,ch,59
MH_CH_19,2,5,MH,H,ub,ch,161
MH_CH_19,3,6,MH,H,ub,ch,248
MH_CH_19,4,6,MH,H,ub,ch,334
MH_CH_19,5,6,MH,H,ub,ch,444
MH_CH_19,6,7,MH,H,ub,ch,587
MH_CH_19,7,7,MH,H,ub,ch,797
MH_CH_19,8,6,MH,H,ub,ch,987
MH_CH_19,9,7,MH,H,ub,ch,1261
MH_CH_20,1,4,MH,L,ub,ch,59
MH_CH_20,2,4,MH,L,ub,ch,161
MH_CH_20,3,4,MH,L,ub,ch,248
MH_CH_20,4,5,MH,L,ub,ch,334
MH_CH_20,5,5,MH,L,ub,ch,444
MH_CH_20,6,4,MH,L,ub,ch,587
MH_CH_20,7,2,MH,L,b,ch,797
MH_CH_20,8,2,MH,L,b,ch,987
MH_CH_20,9,1,MH,L,b,ch,1261
MH_CH_21,1,5,MH,M,ub,ch,59
MH_CH_21,2,5,MH,M,ub,ch,161
MH_CH_21,3,5,MH,M,ub,ch,248
MH_CH_21,4,5,MH,M,ub,ch,334
MH_CH_21,5,6,MH,M,ub,ch,444
MH_CH_21,6,6,MH,M,ub,ch,587
MH_CH_21,7,6,MH,M,b,ch,797
MH_CH_21,8,6,MH,M,b,ch,987
MH_CH_21,9,5,MH,M,b,ch,1261
MH_CH_22,1,6,MH,H,ub,ch,59
MH_CH_22,2,7,MH,H,ub,ch,161
MH_CH_22,3,7,MH,H,ub,ch,248
MH_CH_22,4,8,MH,H,ub,ch,334
MH_CH_22,5,7,MH,H,ub,ch,444
MH_CH_22,6,7,MH,H,ub,ch,587
MH_CH_22,7,6,MH,H,b,ch,797
MH_CH_22,8,5,MH,H,b,ch,987
MH_CH_22,9,5,MH,H,b,ch,1261
MH_CH_23,1,4,MH,H,ub,ch,59
MH_CH_23,2,6,MH,H,ub,ch,161
MH_CH_23,3,6,MH,H,ub,ch,248
MH_CH_23,4,6,MH,H,ub,ch,334
MH_CH_23,5,6,MH,H,ub,ch,444
MH_CH_23,6,6,MH,H,ub,ch,587
MH_CH_23,7,4,MH,H,b,ch,797
MH_CH_23,8,4,MH,H,b,ch,987
MH_CH_23,9,4,MH,H,b,ch,1261
MH_CH_24,1,4,MH,L,ub,ch,59
MH_CH_24,2,4,MH,L,ub,ch,161
MH_CH_24,3,3,MH,L,ub,ch,248
MH_CH_24,4,2,MH,L,ub,ch,334
MH_CH_24,5,2,MH,L,ub,ch,444
MH_CH_24,6,3,MH,L,ub,ch,587
MH_CH_24,7,2,MH,L,b,ch,797
MH_CH_24,8,2,MH,L,b,ch,987
MH_CH_24,9,2,MH,L,b,ch,1261
MH_CH_25,1,4,MH,L,ub,ch,59
MH_CH_25,2,4,MH,L,ub,ch,161
MH_CH_25,3,4,MH,L,ub,ch,248
MH_CH_25,4,4,MH,L,ub,ch,334
MH_CH_25,5,4,MH,L,ub,ch,444
MH_CH_25,6,4,MH,L,ub,ch,587
MH_CH_25,7,3,MH,L,ub,ch,797
MH_CH_25,8,3,MH,L,ub,ch,987
MH_CH_25,9,3,MH,L,ub,ch,1261
MH_CH_26,1,5,MH,M,ub,ch,59
MH_CH_26,2,5,MH,M,ub,ch,161
MH_CH_26,3,5,MH,M,ub,ch,248
MH_CH_26,4,6,MH,M,ub,ch,334
MH_CH_26,5,6,MH,M,ub,ch,444
MH_CH_26,6,6,MH,M,ub,ch,587
MH_CH_26,7,6,MH,M,ub,ch,797
MH_CH_26,8,6,MH,M,ub,ch,987
MH_CH_26,9,4,MH,M,ub,ch,1261
MH_CH_27,1,4,MH,M,ub,ch,59
MH_CH_27,2,5,MH,M,ub,ch,161
MH_CH_27,3,4,MH,M,ub,ch,248
MH_CH_27,4,5,MH,M,ub,ch,334
MH_CH_27,5,6,MH,M,ub,ch,444
MH_CH_27,6,6,MH,M,ub,ch,587
MH_CH_27,7,5,MH,M,b,ch,797
MH_CH_27,8,5,MH,M,b,ch,987
MH_CH_27,9,5,MH,M,b,ch,1261
MH_CH_28,1,3,MH,H,ub,ch,59
MH_CH_28,2,3,MH,H,ub,ch,161
MH_CH_28,3,3,MH,H,ub,ch,248
MH_CH_28,4,3,MH,H,ub,ch,334
MH_CH_28,5,3,MH,H,ub,ch,444
MH_CH_28,6,3,MH,H,ub,ch,587
MH_CH_28,7,4,MH,H,b,ch,797
MH_CH_28,8,4,MH,H,b,ch,987
MH_CH_28,9,4,MH,H,b,ch,1261
MH_CH_29,1,4,MH,H,ub,ch,59
MH_CH_29,2,4,MH,H,ub,ch,161
MH_CH_29,3,4,MH,H,ub,ch,248
MH_CH_29,4,4,MH,H,ub,ch,334
MH_CH_29,5,4,MH,H,ub,ch,444
MH_CH_29,6,4,MH,H,ub,ch,587
MH_CH_29,7,4,MH,H,ub,ch,797
MH_CH_29,8,4,MH,H,ub,ch,987
MH_CH_29,9,3,MH,H,ub,ch,1261
MH_CH_30,1,4,MH,L,ub,ch,59
MH_CH_30,2,4,MH,L,ub,ch,161
MH_CH_30,3,4,MH,L,ub,ch,248
MH_CH_30,4,4,MH,L,ub,ch,334
MH_CH_30,5,4,MH,L,ub,ch,444
MH_CH_30,6,4,MH,L,ub,ch,587
MH_CH_30,7,2,MH,L,b,ch,797
MH_CH_30,8,2,MH,L,b,ch,987
MH_CH_30,9,2,MH,L,b,ch,1261
MH_CH_31,1,7,MH,M,ub,ch,59
MH_CH_31,2,8,MH,M,ub,ch,161
MH_CH_31,3,8,MH,M,ub,ch,248
MH_CH_31,4,8,MH,M,ub,ch,334
MH_CH_31,5,7,MH,M,ub,ch,444
MH_CH_31,6,7,MH,M,ub,ch,587
MH_CH_31,7,3,MH,M,b,ch,797
MH_CH_31,8,3,MH,M,b,ch,987
MH_CH_31,9,3,MH,M,b,ch,1261
MH_TT_01,1,5,MH,M,ub,tt,59
MH_TT_01,2,6,MH,M,ub,tt,161
MH_TT_01,3,6,MH,M,ub,tt,248
MH_TT_01,4,7,MH,M,ub,tt,334
MH_TT_01,5,7,MH,M,ub,tt,444
MH_TT_01,6,7,MH,M,ub,tt,587
MH_TT_01,7,2,MH,M,b,tt,797
MH_TT_01,8,2,MH,M,b,tt,987
MH_TT_01,9,2,MH,M,b,tt,1261
MH_TT_02,1,3,MH,M,ub,tt,59
MH_TT_02,2,4,MH,M,ub,tt,161
MH_TT_02,3,4,MH,M,ub,tt,248
MH_TT_02,4,5,MH,M,ub,tt,334
MH_TT_02,5,5,MH,M,ub,tt,444
MH_TT_02,6,6,MH,M,ub,tt,587
MH_TT_02,7,5,MH,M,ub,tt,797
MH_TT_02,8,5,MH,M,ub,tt,987
MH_TT_02,9,6,MH,M,ub,tt,1261
MH_TT_03,1,3,MH,H,ub,tt,59
MH_TT_03,2,3,MH,H,ub,tt,161
MH_TT_03,3,3,MH,H,ub,tt,248
MH_TT_03,4,3,MH,H,ub,tt,334
MH_TT_03,5,3,MH,H,ub,tt,444
MH_TT_03,6,3,MH,H,ub,tt,587
MH_TT_03,7,3,MH,H,ub,tt,797
MH_TT_03,8,2,MH,H,ub,tt,987
MH_TT_03,9,2,MH,H,ub,tt,1261
MH_TT_04,1,4,MH,L,ub,tt,59
MH_TT_04,2,4,MH,L,ub,tt,161
MH_TT_04,3,6,MH,L,ub,tt,248
MH_TT_04,4,6,MH,L,ub,tt,334
MH_TT_04,5,6,MH,L,ub,tt,444
MH_TT_04,6,7,MH,L,ub,tt,587
MH_TT_04,7,4,MH,L,ub,tt,797
MH_TT_04,8,4,MH,L,ub,tt,987
MH_TT_04,9,5,MH,L,ub,tt,1261
MH_TT_05,1,5,MH,L,ub,tt,59
MH_TT_05,2,6,MH,L,ub,tt,161
MH_TT_05,3,5,MH,L,ub,tt,248
MH_TT_05,4,5,MH,L,ub,tt,334
MH_TT_05,5,5,MH,L,ub,tt,444
MH_TT_05,6,5,MH,L,ub,tt,587
MH_TT_05,7,3,MH,L,ub,tt,797
MH_TT_05,8,3,MH,L,ub,tt,987
MH_TT_05,9,3,MH,L,ub,tt,1261
MH_TT_06,1,4,MH,L,ub,tt,59
MH_TT_06,2,3,MH,L,ub,tt,161
MH_TT_06,3,4,MH,L,ub,tt,248
MH_TT_06,4,4,MH,L,ub,tt,334
MH_TT_06,5,4,MH,L,ub,tt,444
MH_TT_06,6,4,MH,L,ub,tt,587
MH_TT_06,7,3,MH,L,b,tt,797
MH_TT_06,8,3,MH,L,b,tt,987
MH_TT_06,9,1,MH,L,b,tt,1261
MH_TT_07,1,2,MH,L,ub,tt,59
MH_TT_07,2,2,MH,L,ub,tt,161
MH_TT_07,3,1,MH,L,ub,tt,248
MH_TT_07,4,2,MH,L,ub,tt,334
MH_TT_07,5,2,MH,L,ub,tt,444
MH_TT_07,6,3,MH,L,ub,tt,587
MH_TT_07,7,2,MH,L,b,tt,797
MH_TT_07,8,2,MH,L,b,tt,987
MH_TT_07,9,1,MH,L,b,tt,1261
MH_TT_08,1,4,MH,H,ub,tt,59
MH_TT_08,2,4,MH,H,ub,tt,161
MH_TT_08,3,4,MH,H,ub,tt,248
MH_TT_08,4,4,MH,H,ub,tt,334
MH_TT_08,5,3,MH,H,ub,tt,444
MH_TT_08,6,3,MH,H,ub,tt,587
MH_TT_08,7,5,MH,H,b,tt,797
MH_TT_08,8,4,MH,H,b,tt,987
MH_TT_08,9,5,MH,H,b,tt,1261
MH_TT_09,1,4,MH,H,ub,tt,59
MH_TT_09,2,3,MH,H,ub,tt,161
MH_TT_09,3,4,MH,H,ub,tt,248
MH_TT_09,4,5,MH,H,ub,tt,334
MH_TT_09,5,5,MH,H,ub,tt,444
MH_TT_09,6,6,MH,H,ub,tt,587
MH_TT_09,7,8,MH,H,ub,tt,797
MH_TT_09,8,8,MH,H,ub,tt,987
MH_TT_09,9,9,MH,H,ub,tt,1261
MH_TT_10,1,4,MH,L,ub,tt,59
MH_TT_10,2,4,MH,L,ub,tt,161
MH_TT_10,3,4,MH,L,ub,tt,248
MH_TT_10,4,4,MH,L,ub,tt,334
MH_TT_10,5,3,MH,L,ub,tt,444
MH_TT_10,6,2,MH,L,ub,tt,587
MH_TT_10,7,1,MH,L,ub,tt,797
MH_TT_10,8,1,MH,L,ub,tt,987
MH_TT_10,9,1,MH,L,ub,tt,1261
MH_TT_11,1,5,MH,H,ub,tt,59
MH_TT_11,2,4,MH,H,ub,tt,161
MH_TT_11,3,4,MH,H,ub,tt,248
MH_TT_11,4,4,MH,H,ub,tt,334
MH_TT_11,5,4,MH,H,ub,tt,444
MH_TT_11,6,5,MH,H,ub,tt,587
MH_TT_11,7,3,MH,H,b,tt,797
MH_TT_11,8,3,MH,H,b,tt,987
MH_TT_11,9,3,MH,H,b,tt,1261
MH_TT_12,1,5,MH,L,ub,tt,59
MH_TT_12,2,5,MH,L,ub,tt,161
MH_TT_12,3,5,MH,L,ub,tt,248
MH_TT_12,4,5,MH,L,ub,tt,334
MH_TT_12,5,4,MH,L,ub,tt,444
MH_TT_12,6,4,MH,L,ub,tt,587
MH_TT_12,7,4,MH,L,ub,tt,797
MH_TT_12,8,5,MH,L,ub,tt,987
MH_TT_12,9,4,MH,L,ub,tt,1261
MH_TT_13,1,4,MH,H,ub,tt,59
MH_TT_13,2,4,MH,H,ub,tt,161
MH_TT_13,3,4,MH,H,ub,tt,248
MH_TT_13,4,4,MH,H,ub,tt,334
MH_TT_13,5,4,MH,H,ub,tt,444
MH_TT_13,6,5,MH,H,ub,tt,587
MH_TT_13,7,5,MH,H,ub,tt,797
MH_TT_13,8,4,MH,H,ub,tt,987
MH_TT_13,9,4,MH,H,ub,tt,1261
MH_TT_14,1,4,MH,M,ub,tt,59
MH_TT_14,2,4,MH,M,ub,tt,161
MH_TT_14,3,4,MH,M,ub,tt,248
MH_TT_14,4,4,MH,M,ub,tt,334
MH_TT_14,5,4,MH,M,ub,tt,444
MH_TT_14,6,5,MH,M,ub,tt,587
MH_TT_14,7,5,MH,M,b,tt,797
MH_TT_14,8,3,MH,M,b,tt,987
MH_TT_14,9,3,MH,M,b,tt,1261
MH_TT_15,1,3,MH,H,ub,tt,59
MH_TT_15,2,2,MH,H,ub,tt,161
MH_TT_15,3,3,MH,H,ub,tt,248
MH_TT_15,4,3,MH,H,ub,tt,334
MH_TT_15,5,3,MH,H,ub,tt,444
MH_TT_15,6,4,MH,H,ub,tt,587
MH_TT_15,7,4,MH,H,ub,tt,797
MH_TT_15,8,3,MH,H,ub,tt,987
MH_TT_15,9,3,MH,H,ub,tt,1261
MH_TT_16,1,8,MH,L,ub,tt,59
MH_TT_16,2,8,MH,L,ub,tt,161
MH_TT_16,3,9,MH,L,ub,tt,248
MH_TT_16,4,7,MH,L,ub,tt,334
MH_TT_16,5,9,MH,L,ub,tt,444
MH_TT_16,6,10,MH,L,ub,tt,587
MH_TT_16,7,8,MH,L,ub,tt,797
MH_TT_16,8,6,MH,L,ub,tt,987
MH_TT_16,9,6,MH,L,ub,tt,1261
MH_TT_17,1,5,MH,M,ub,tt,59
MH_TT_17,2,6,MH,M,ub,tt,161
MH_TT_17,3,5,MH,M,ub,tt,248
MH_TT_17,4,6,MH,M,ub,tt,334
MH_TT_17,5,6,MH,M,ub,tt,444
MH_TT_17,6,4,MH,M,ub,tt,587
MH_TT_17,7,4,MH,M,ub,tt,797
MH_TT_17,8,4,MH,M,ub,tt,987
MH_TT_17,9,6,MH,M,ub,tt,1261
MH_TT_18,1,5,MH,M,ub,tt,59
MH_TT_18,2,6,MH,M,ub,tt,161
MH_TT_18,3,5,MH,M,ub,tt,248
MH_TT_18,4,5,MH,M,ub,tt,334
MH_TT_18,5,5,MH,M,ub,tt,444
MH_TT_18,6,7,MH,M,ub,tt,587
MH_TT_18,7,6,MH,M,ub,tt,797
MH_TT_18,8,4,MH,M,ub,tt,987
MH_TT_18,9,4,MH,M,ub,tt,1261
MH_TT_19,1,2,MH,M,ub,tt,59
MH_TT_19,2,2,MH,M,ub,tt,161
MH_TT_19,3,2,MH,M,ub,tt,248
MH_TT_19,4,3,MH,M,ub,tt,334
MH_TT_19,5,4,MH,M,ub,tt,444
MH_TT_19,6,2,MH,M,ub,tt,587
MH_TT_19,7,3,MH,M,ub,tt,797
MH_TT_19,8,3,MH,M,ub,tt,987
MH_TT_19,9,3,MH,M,ub,tt,1261
MH_TT_20,1,2,MH,H,ub,tt,59
MH_TT_20,2,2,MH,H,ub,tt,161
MH_TT_20,3,3,MH,H,ub,tt,248
MH_TT_20,4,3,MH,H,ub,tt,334
MH_TT_20,5,4,MH,H,ub,tt,444
MH_TT_20,6,4,MH,H,ub,tt,587
MH_TT_20,7,2,MH,H,b,tt,797
MH_TT_20,8,4,MH,H,b,tt,987
MH_TT_20,9,4,MH,H,b,tt,1261
MH_TT_21,1,2,MH,L,ub,tt,59
MH_TT_21,2,2,MH,L,ub,tt,161
MH_TT_21,3,3,MH,L,ub,tt,248
MH_TT_21,4,4,MH,L,ub,tt,334
MH_TT_21,5,4,MH,L,ub,tt,444
MH_TT_21,6,4,MH,L,ub,tt,587
MH_TT_21,7,4,MH,L,b,tt,797
MH_TT_21,8,2,MH,L,b,tt,987
MH_TT_21,9,1,MH,L,b,tt,1261
MH_TT_22,1,4,MH,L,ub,tt,59
MH_TT_22,2,3,MH,L,ub,tt,161
MH_TT_22,3,2,MH,L,ub,tt,248
MH_TT_22,4,2,MH,L,ub,tt,334
MH_TT_22,5,2,MH,L,ub,tt,444
MH_TT_22,6,2,MH,L,ub,tt,587
MH_TT_22,7,2,MH,L,b,tt,797
MH_TT_22,8,2,MH,L,b,tt,987
MH_TT_22,9,2,MH,L,b,tt,1261
MH_TT_23,1,1,MH,H,ub,tt,59
MH_TT_23,2,1,MH,H,ub,tt,161
MH_TT_23,3,2,MH,H,ub,tt,248
MH_TT_23,4,2,MH,H,ub,tt,334
MH_TT_23,5,2,MH,H,ub,tt,444
MH_TT_23,6,2,MH,H,ub,tt,587
MH_TT_23,7,2,MH,H,ub,tt,797
MH_TT_23,8,2,MH,H,ub,tt,987
MH_TT_23,9,2,MH,H,ub,tt,1261
MH_TT_24,1,5,MH,H,ub,tt,59
MH_TT_24,2,8,MH,H,ub,tt,161
MH_TT_24,3,7,MH,H,ub,tt,248
MH_TT_24,4,8,MH,H,ub,tt,334
MH_TT_24,5,8,MH,H,ub,tt,444
MH_TT_24,6,8,MH,H,ub,tt,587
MH_TT_24,7,6,MH,H,b,tt,797
MH_TT_24,8,5,MH,H,b,tt,987
MH_TT_24,9,6,MH,H,b,tt,1261
MH_TT_25,1,2,MH,L,ub,tt,59
MH_TT_25,2,4,MH,L,ub,tt,161
MH_TT_25,3,5,MH,L,ub,tt,248
MH_TT_25,4,6,MH,L,ub,tt,334
MH_TT_25,5,7,MH,L,ub,tt,444
MH_TT_25,6,7,MH,L,ub,tt,587
MH_TT_25,7,3,MH,L,ub,tt,797
MH_TT_25,8,4,MH,L,ub,tt,987
MH_TT_25,9,3,MH,L,ub,tt,1261
MH_TT_26,1,4,MH,H,ub,tt,59
MH_TT_26,2,4,MH,H,ub,tt,161
MH_TT_26,3,4,MH,H,ub,tt,248
MH_TT_26,4,3,MH,H,ub,tt,334
MH_TT_26,5,3,MH,H,ub,tt,444
MH_TT_26,6,4,MH,H,ub,tt,587
MH_TT_26,7,1,MH,H,b,tt,797
MH_TT_26,8,2,MH,H,b,tt,987
MH_TT_26,9,2,MH,H,b,tt,1261
MH_TT_27,1,5,MH,M,ub,tt,59
MH_TT_27,2,6,MH,M,ub,tt,161
MH_TT_27,3,6,MH,M,ub,tt,248
MH_TT_27,4,6,MH,M,ub,tt,334
MH_TT_27,5,6,MH,M,ub,tt,444
MH_TT_27,6,6,MH,M,ub,tt,587
MH_TT_27,7,1,MH,M,b,tt,797
MH_TT_27,8,1,MH,M,b,tt,987
MH_TT_27,9,1,MH,M,b,tt,1261
MH_TT_28,1,4,MH,M,ub,tt,59
MH_TT_28,2,5,MH,M,ub,tt,161
MH_TT_28,3,5,MH,M,ub,tt,248
MH_TT_28,4,4,MH,M,ub,tt,334
MH_TT_28,5,4,MH,M,ub,tt,444
MH_TT_28,6,5,MH,M,ub,tt,587
MH_TT_28,7,2,MH,M,b,tt,797
MH_TT_28,8,2,MH,M,b,tt,987
MH_TT_28,9,1,MH,M,b,tt,1261
MH_TT_29,1,2,MH,M,ub,tt,59
MH_TT_29,2,2,MH,M,ub,tt,161
MH_TT_29,3,2,MH,M,ub,tt,248
MH_TT_29,4,1,MH,M,ub,tt,334
MH_TT_29,5,1,MH,M,ub,tt,444
MH_TT_29,6,1,MH,M,ub,tt,587
MH_TT_29,7,1,MH,M,ub,tt,797
MH_TT_29,8,1,MH,M,ub,tt,987
MH_TT_29,9,1,MH,M,ub,tt,1261
MH_TT_30,1,0,MH,L,ub,tt,59
MH_TT_30,2,0,MH,L,ub,tt,161
MH_TT_30,3,1,MH,L,ub,tt,248
MH_TT_30,4,0,MH,L,ub,tt,334
MH_TT_30,5,0,MH,L,ub,tt,444
MH_TT_30,6,0,MH,L,ub,tt,587
MH_TT_30,7,2,MH,L,b,tt,797
MH_TT_30,8,1,MH,L,b,tt,987
MH_TT_30,9,0,MH,L,b,tt,1261
MH_TT_31,1,6,MH,M,ub,tt,59
MH_TT_31,2,5,MH,M,ub,tt,161
MH_TT_31,3,5,MH,M,ub,tt,248
MH_TT_31,4,4,MH,M,ub,tt,334
MH_TT_31,5,5,MH,M,ub,tt,444
MH_TT_31,6,5,MH,M,ub,tt,587
MH_TT_31,7,1,MH,M,b,tt,797
MH_TT_31,8,1,MH,M,b,tt,987
MH_TT_31,9,1,MH,M,b,tt,1261
